PARROQUIA;CODIGO_PARROQUIA;NOMBRE;CODIGO_INSTITUCION;TIPO_EDUCACION;SOSTENIMIENTO;ZONA;MODALIDAD;DOCENTES;TOTAL_ESTUDIANTES
CAÑARIBAMBA;010102;UNIDAD EDUCATIVA  A DISTANCIA DEL AZUAY;01H00283;Educación Regular;Fiscomisional;UrbanaINEC;A Distancia;158;3585
EL VECINO;010105;CENTRO EDUCATIVO ECUATORIANO CEDEC;01H00284;Educación Regular;Particular;UrbanaINEC;Presencial;20;468
SAN BLAS;010110;COLEGIO PARTICULAR A DISTANCIA REPUBLICA DE ARGENTINA;01H00285;Educación Regular;Particular;UrbanaINEC;A Distancia;15;249
SAN BLAS;010110;SAN BLAS;01H00286;Educación Regular;Municipal;UrbanaINEC;Presencial;3;50
SAN BLAS;010110;ECOLOGICO LUIS CORDERO;01H00287;Educación Regular;Particular;UrbanaINEC;Presencial;13;78
SAN BLAS;010110;DR CARLOS CUEVA TAMARIZ;01H00289;Educación Regular;Fiscal;UrbanaINEC;Presencial;16;319
SAN BLAS;010110;MUNDO DE SABIDURIA;01H00295;Educación Regular;Particular;UrbanaINEC;Presencial;1;9
SAN SEBASTIAN;010111;SAGRADOS CORAZONES;01H00296;Educación Regular;Particular;UrbanaINEC;Presencial;67;1127
SAN SEBASTIAN;010111;UNIDAD EDUCATIVA SANTANA UNESA;01H00300;Educación Regular;Particular;UrbanaINEC;Presencial;49;422
SAN SEBASTIAN;010111;UNIDAD EDUCATIVA FISCOMISIONAL JOSE MARIA VELAZ EXT 105;01H00301;Popular Permanente;Fiscomisional;UrbanaINEC;Semipresencial;2;0
SAN SEBASTIAN;010111;TERNURAS;01H00303;Educación Regular;Particular;UrbanaINEC;Presencial;15;150
SAN SEBASTIAN;010111;EMILIO MURILLO;01H00305;Educación Regular;Fiscal;UrbanaINEC;Presencial;11;158
SAN SEBASTIAN;010111;URUGUAY;01H00306;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;278
SAN SEBASTIAN;010111;UNE DEL AZUAY;01H00310;Educación Regular;Fiscal;UrbanaINEC;Presencial;6;131
SAN SEBASTIAN;010111;LICEO CRISTIANO DE CUENCA;01H00312;Educación Regular;Particular;UrbanaINEC;Presencial;31;433
SAN SEBASTIAN;010111;VICTOR GERARDO AGUILAR;01H00314;Educación Regular;Fiscal;UrbanaINEC;Presencial;27;433
SAN SEBASTIAN;010111;EL CEBOLLAR;01H00316;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;64
SAN SEBASTIAN;010111;REMIGIO  CRESPO  TORAL;01H00321;Educación Regular;Fiscal;UrbanaINEC;Presencial;19;396
SAN SEBASTIAN;010111;ANGELA RODRIGUEZ;01H00322;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;176
SAN SEBASTIAN;010111;UNIDAD EDUCATIVA LAS PENCAS;01H00324;Educación Regular;Particular;UrbanaINEC;Presencial;12;197
SAN SEBASTIAN;010111;REINALDO CHICO GARCIA;01H00326;Educación Regular;Fiscal;UrbanaINEC;Presencial;19;532
SAN SEBASTIAN;010111;HERNAN CORDERO CRESPO;01H00327;Educación Regular;Fiscal;UrbanaINEC;Presencial;29;982
SAN SEBASTIAN;010111;PARAISO DEL SABER;01H00328;Educación Regular;Particular;UrbanaINEC;Presencial;10;105
SAN SEBASTIAN;010111;UNIDAD EDUCATIVA IGNACIO MALO TAMARIZ;01H00329;Educación Regular;Fiscal;UrbanaINEC;Presencial;14;240
SAN SEBASTIAN;010111;ANTONIO BORRERO VEGA;01H00330;Educación Regular;Fiscal;UrbanaINEC;Presencial;8;143
SAN SEBASTIAN;010111;COLEGIO NACIONAL TECNICO ECUADOR;01H00335;Educación Regular;Fiscal;UrbanaINEC;Presencial;57;949
SAN SEBASTIAN;010111;CIUDAD DE CUENCA;01H00336;Educación Regular;Fiscal;UrbanaINEC;Presencial;104;1773
SAN SEBASTIAN;010111;MADRID;01H00338;Educación Regular;Particular;UrbanaINEC;Presencial;13;172
SAN SEBASTIAN;010111;BELL  ACADEMY;01H00339;Educación Regular;Particular;UrbanaINEC;Presencial;4;11
SAN SEBASTIAN;010111;ULISES CHACON;01H00343;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;440
SAN SEBASTIAN;010111;MI PEQUEÑO SOL;01H00344;Educación Regular;Particular;UrbanaINEC;Presencial;3;0
SAN SEBASTIAN;010111;SEMILLITAS;01H00345;Educación Regular;Particular;UrbanaINEC;Presencial;1;5
SAN SEBASTIAN;010111;MADRE ENRIQUETA AYMER SSCC;01H00346;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;28;360
SAN SEBASTIAN;010111;CENTRO DE DESARROLLO INFANTIL SOLIDARIO EL CEBOLLAR;01H00347;Educación Regular;Municipal;UrbanaINEC;Presencial;3;48
SAN SEBASTIAN;010111;CEDIFS;01H00350;Educación Regular;Particular;UrbanaINEC;Presencial;4;8
SAN SEBASTIAN;010111;KINDER GARDEN;01H00351;Educación Regular;Particular;UrbanaINEC;Presencial;2;20
SUCRE;010112;SANTA INES;01H00352;Educación Regular;Particular;UrbanaINEC;Presencial;4;48
SUCRE;010112;LA RONDA;01H00353;Educación Regular;Particular;UrbanaINEC;Presencial;7;73
SUCRE;010112;CLEMENCIA CORDERO JARAMILLO;01H00355;Popular Permanente;Fiscal;UrbanaINEC;Presencial;4;47
SUCRE;010112;CENTRO DE DESARROLLO INFANTIL EL RINCON MAGICO;01H00356;Educación Regular;Particular;UrbanaINEC;Presencial;4;16
SUCRE;010112;LUISA DE JESUS CORDERO;01H00358;Educación Regular;Particular;UrbanaINEC;Presencial;33;613
SUCRE;010112;UNIDAD EDUCATIVA DE INICIACION Y DESARROLLO DEPORTIVO DEL AZUAY;01H00363;Educación Regular;Fiscal;UrbanaINEC;Presencial;37;510
SUCRE;010112;CENTRO INFANTIL ESTRELLITAS;01H00364;Educación Regular;Particular;UrbanaINEC;Presencial;9;63
SUCRE;010112;CENTRO ARTESANAL DE BELLEZA MIGUEL MERCHAN OCHOA;01H00365;Popular Permanente;Fiscal;UrbanaINEC;Presencial;3;98
SUCRE;010112;KERYGMA (TIEMPPO NUEVO);01H00366;Educación Regular;Particular;UrbanaINEC;Presencial;2;21
SUCRE;010112;SENDERITOS DEL SABER;01H00368;Educación Regular;Particular;UrbanaINEC;Presencial;11;62
SUCRE;010112;ANIMA;01H00372;Educación Regular;Particular;UrbanaINEC;Presencial;6;52
SUCRE;010112;UNIDAD EDUCATIVA BILINGUE NUESTRA FAMILIA;01H00374;Educación Regular;Particular;UrbanaINEC;Presencial;36;396
SUCRE;010112;CENTRO EDUCATICO PARTICULAR MIXTO ANGELITOS;01H00375;Educación Regular;Particular;UrbanaINEC;Presencial;6;37
SUCRE;010112;BILINGUE INTERAMERICANO;01H00377;Educación Regular;Particular;UrbanaINEC;Presencial;44;620
SUCRE;010112;SAN ROQUE;01H00378;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;16;177
SUCRE;010112;EUGENIO ESPEJO;01H00379;Educación Regular;Fiscal;UrbanaINEC;Presencial;23;513
SUCRE;010112;GIL RAMIREZ DAVALOS;01H00380;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;127
SUCRE;010112;ANTONIO AVILA MALDONADO;01H00381;Educación Regular;Fiscal;UrbanaINEC;Presencial;66;1184
SUCRE;010112;BILINGUE INTERAMERICANO;01H00382;Educación Regular;Particular;UrbanaINEC;Presencial;39;726
SUCRE;010112;CEPIA CENTRO  DE PROMOCION SOCIAL INTEGRAL DEL AUSTRO;01H00383;Popular Permanente;Fiscal;UrbanaINEC;Semipresencial;2;52
SUCRE;010112;ANGEL POLIVIO CHAVEZ;01H00385;Educación Regular;Fiscal;UrbanaINEC;Presencial;12;200
SUCRE;010112;PANAMA;01H00389;Educación Regular;Fiscal;UrbanaINEC;Presencial;24;569
SUCRE;010112;BENIGNO MALO;01H00391;Educación Regular;Fiscal;UrbanaINEC;Presencial;123;1895
SUCRE;010112;CENTRO DE DESARROLLO INFANTIL LA ALDEA;01H00392;Educación Regular;Particular;UrbanaINEC;Presencial;2;23
SUCRE;010112;COLEGIO NACIONAL MIXTO MIGUEL MERCHAN OCHOA;01H00394;Educación Regular;Fiscal;UrbanaINEC;Presencial;64;1280
SUCRE;010112;REMIGIO ROMERO Y CORDERRO;01H00395;Educación Regular;Fiscal;UrbanaINEC;Presencial;19;436
SUCRE;010112;CENTRO DE DESARROLLO INFANCIA FELIZ;01H00396;Educación Regular;Particular;UrbanaINEC;Presencial;2;10
SUCRE;010112;CENTRO EDUCATIVO SAN MARTIN;01H00398;Educación Regular;Particular;UrbanaINEC;Presencial;11;88
SUCRE;010112;VIRGEN DE BRONCE;01H00400;No Escolarizada;Fiscal;UrbanaINEC;Presencial;0;0
SUCRE;010112;CARLOS CRESPI CROCCI;01H00401;Educación Regular;Fiscal;UrbanaINEC;Presencial;3;111
TOTORACOCHA;010113;CENTRO DE DESARROLLO INFANTIL CDI;01H00402;Educación Regular;Particular;UrbanaINEC;Presencial;8;98
TOTORACOCHA;010113;UNIDAD EDUCATIVA ARTESANAL PARTICULAR CUENCA;01H00403;Popular Permanente;Particular;UrbanaINEC;Presencial;5;221
TOTORACOCHA;010113;ATENAS DEL ECUADOR;01H00409;Educación Regular;Fiscal;UrbanaINEC;Presencial;19;364
TOTORACOCHA;010113;UNE DEL AZUAY;01H00411;Educación Regular;Fiscal;UrbanaINEC;Presencial;20;255
TOTORACOCHA;010113;HERLINDA TORAL;01H00413;Educación Regular;Fiscal;UrbanaINEC;Presencial;126;2171
TOTORACOCHA;010113;TOTORACOCHA;01H00414;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;135
TOTORACOCHA;010113;CEBIN;01H00415;Educación Regular;Particular;UrbanaINEC;Presencial;23;265
TOTORACOCHA;010113;ABELARDO TAMARIZ CRESPO;01H00416;Educación Regular;Fiscal;UrbanaINEC;Presencial;21;533
TOTORACOCHA;010113;MI PEQUEÑO MUNDO;01H00418;Educación Regular;Particular;UrbanaINEC;Presencial;1;13
TOTORACOCHA;010113;GASPAR SANGURIMA;01H00419;Popular Permanente;Fiscal;UrbanaINEC;Presencial;14;201
TOTORACOCHA;010113;MANUEL CORRAL JAUREGUI;01H00420;Educación Regular;Fiscal;UrbanaINEC;Presencial;15;209
TOTORACOCHA;010113;MANITOS CREATIVAS;01H00421;Educación Regular;Particular;UrbanaINEC;Presencial;1;14
TOTORACOCHA;010113;MARCELINNO;01H00422;Educación Regular;Particular;UrbanaINEC;Presencial;6;10
TOTORACOCHA;010113;RICARDO MUÑOZ CHAVEZ;01H00423;Educación Regular;Fiscal;UrbanaINEC;Presencial;22;535
YANUNCAY;010114;MARIO RIZZINI;01H00424;Educación Regular;Particular;UrbanaINEC;Semipresencial;65;1947
YANUNCAY;010114;SAN AGUSTIN;01H00427;Educación Regular;Particular;UrbanaINEC;Presencial;14;135
YANUNCAY;010114;LICEO DECROLIANO INTERNACIONAL;01H00428;Educación Regular;Particular;UrbanaINEC;Presencial;5;40
YANUNCAY;010114;MIGUEL MORENO ORDOÑEZ;01H00429;Educación Regular;Fiscal;UrbanaINEC;Presencial;64;1515
YANUNCAY;010114;DIGNA RODRIGUEZ PIEDRA;01H00432;Popular Permanente;Fiscal;UrbanaINEC;Presencial;2;177
YANUNCAY;010114;MANCHITAS DE COLORES;01H00433;Educación Regular;Particular;UrbanaINEC;Presencial;1;26
YANUNCAY;010114;LICEO AMERICANO CATOLICO;01H00437;Educación Regular;Particular;UrbanaINEC;Presencial;42;795
YANUNCAY;010114;FUNDACION NUESTROS NINOS;01H00441;Educación Especial;Particular;UrbanaINEC;Presencial;5;13
YANUNCAY;010114;JOSE MARIA VELASCO IBARRA;01H00442;Educación Regular;Fiscal;UrbanaINEC;Presencial;22;467
YANUNCAY;010114;UNIDAD EDUCATIVA YANUNCAY;01H00445;Educación Regular;Particular;UrbanaINEC;Presencial;21;226
YANUNCAY;010114;UNIDAD EDUCATIVA PRINCIPE DE PAZ;01H00446;Educación Regular;Particular;UrbanaINEC;Presencial;13;92
YANUNCAY;010114;JUAN PABLO II;01H00448;Educación Regular;Particular;UrbanaINEC;Presencial;15;155
YANUNCAY;010114;LOS ANDES;01H00450;Educación Regular;Particular;UrbanaINEC;Presencial;24;175
YANUNCAY;010114;INTEGRACION IBEROAMERICANO;01H00451;Educación Regular;Particular;UrbanaINEC;Presencial;8;21
YANUNCAY;010114;ABC;01H00454;Educación Regular;Fiscal;UrbanaINEC;Presencial;13;260
YANUNCAY;010114;RUISEÑOR;01H00455;Educación Regular;Particular;UrbanaINEC;Presencial;5;21
YANUNCAY;010114;PORVENIR;01H00456;Educación Regular;Particular;UrbanaINEC;Presencial;21;179
YANUNCAY;010114;CENTRO EDUCATIVO MONTESQUIEU;01H00457;Educación Regular;Particular;UrbanaINEC;Presencial;11;107
YANUNCAY;010114;ARCO DEL SABER;01H00460;Educación Regular;Particular;UrbanaINEC;Presencial;4;31
YANUNCAY;010114;CENTRO EDUCATIVO NOVA;01H00462;Educación Regular;Particular;UrbanaINEC;Presencial;7;69
YANUNCAY;010114;FRANCISCA ARIZAGA T.;01H00463;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;420
YANUNCAY;010114;EL PRINCIPITO;01H00467;Educación Regular;Particular;UrbanaINEC;Presencial;3;79
YANUNCAY;010114;NICOLAS SOJOS;01H00470;Educación Regular;Fiscal;UrbanaINEC;Presencial;17;507
YANUNCAY;010114;INTEGRACION IBEROAMERICANO;01H00471;Educación Regular;Particular;UrbanaINEC;Presencial;4;34
YANUNCAY;010114;CENTRO DE DESARROLLO INFANTIL PULGARCITO;01H00472;Educación Regular;Particular;UrbanaINEC;Presencial;2;24
YANUNCAY;010114;LOS ANDES;01H00474;Educación Regular;Particular;UrbanaINEC;Presencial;17;167
YANUNCAY;010114;TECNICO SALESIANO;01H00475;Educación Regular;Fiscomisional;UrbanaINEC;Presencial;133;1809
YANUNCAY;010114;FRAY VICENTE SOLANO;01H00476;Educación Regular;Particular;UrbanaINEC;Presencial;45;554
YANUNCAY;010114;LEONCIO CORDERO JARAMILLO;01H00477;Educación Regular;Fiscal;UrbanaINEC;Presencial;23;673
YANUNCAY;010114;UNIDAD EDUCATIVA IGNACIO ESCANDON;01H00478;Educación Regular;Fiscal;UrbanaINEC;Presencial;24;624
HERMANO MIGUEL;010115;PADRE JUAN BAUSTISTA AGUIRRE;01H00479;Educación Regular;Fiscal;UrbanaINEC;Presencial;9;327
HERMANO MIGUEL;010115;HECTOR SEMPERTEGUI GARCIA;01H00480;Educación Regular;Fiscal;UrbanaINEC;Presencial;7;159
HERMANO MIGUEL;010115;LUIS CORDERO CRESPO;01H00481;Educación Regular;Fiscal;UrbanaINEC;Presencial;2;51
HERMANO MIGUEL;010115;TECNICO POPULAR SAN VICENTE;01H00483;Educación Regular;Particular;UrbanaINEC;Presencial;9;68
HERMANO MIGUEL;010115;CARLOS RIGOBERTO VINTIMILLA;01H00486;Educación Regular;Fiscal;UrbanaINEC;Presencial;23;517
HERMANO MIGUEL;010115;PIO XII;01H00489;Educación Regular;Particular;UrbanaINEC;Presencial;20;539
HERMANO MIGUEL;010115;ISABEL MOSCOSO DAVILA;01H00491;Educación Regular;Fiscal;UrbanaINEC;Presencial;23;782
HERMANO MIGUEL;010115;DELFICENTRO;01H00493;Educación Regular;Particular;UrbanaINEC;Presencial;8;78
BAÑOS;010151;ALFONSO CARRION HEREDIA;01H00497;Educación Regular;Fiscal;RuralINEC;Presencial;24;551
BAÑOS;010151;INTEGRACION ANDINA;01H00499;Educación Regular;Particular;RuralINEC;Presencial;8;41
BAÑOS;010151;LICEO INTEGRAL CUENCA;01H00500;Educación Regular;Particular;RuralINEC;Presencial;37;270
BAÑOS;010151;FAICE FUNDACION DE AYUDA Y APOYO INTEGRAL AL CIEGO ECUATORIANO;01H00502;Educación Especial;Particular;RuralINEC;Semipresencial;4;11
BAÑOS;010151;SEGUNDO ESPINOSA CALLE;01H00503;Educación Regular;Fiscal;RuralINEC;Presencial;12;200
BAÑOS;010151;ENRIQUETA CORDERO DAVILA;01H00505;Educación Regular;Fiscal;RuralINEC;Presencial;4;111
BAÑOS;010151;MEDARDO NEIRA GARZON;01H00508;Educación Regular;Fiscal;RuralINEC;Presencial;9;187
BAÑOS;010151;AGUSTIN CARRION HEREDIA;01H00509;Educación Regular;Fiscal;RuralINEC;Presencial;11;151
BAÑOS;010151;ENRIQUETA CORDERO DAVILA;01H00511;Educación Regular;Fiscal;RuralINEC;Presencial;22;533
BAÑOS;010151;AGUSTIN CUESTA VINTIMILLA;01H00514;Educación Regular;Fiscal;RuralINEC;Presencial;17;396
BAÑOS;010151;BORJA;01H00515;Educación Regular;Particular;RuralINEC;Presencial;107;2115
BAÑOS;010151;COMUNIDAD EDUCATIVA DE FORMACION INTEGRAL;01H00520;Educación Regular;Particular;RuralINEC;Presencial;64;579
BAÑOS;010151;ESPIRITU DE SABIDURIA;01H00521;Educación Regular;Particular;RuralINEC;Presencial;34;264
BAÑOS;010151;HONORATO VAZQUEZ;01H00522;Educación Regular;Fiscal;RuralINEC;Presencial;15;318
BAÑOS;010151;MANUEL CORDOVA GALARZA;01H00523;Educación Regular;Fiscal;RuralINEC;Presencial;48;877
BAÑOS;010151;JOEL MONROY;01H00524;Educación Regular;Fiscal;RuralINEC;Presencial;14;274
BAÑOS;010151;CEDEI SCHOOL;01H00527;Educación Regular;Particular;RuralINEC;Presencial;16;109
BAÑOS;010151;UNIDAD EDUCATIVA TERAPEUTICA SAN JUAN DE JERUSALEN;01H00530;Educación Regular;Particular;RuralINEC;Presencial;11;77
BAÑOS;010151;UNIDAD EDUCATIVA LOS FRESNOS;01H00534;Educación Regular;Particular;RuralINEC;Presencial;21;212
SAN SEBASTIAN;010111;SIMON BOLIVAR;01H00539;Educación Regular;Particular;UrbanaINEC;Presencial;3;7
BAÑOS;010151;CORNELIO CRESPO TORAL;01H00542;Educación Regular;Fiscal;RuralINEC;Presencial;18;337
CUMBE;010152;JOSE RAFAEL BURBANO VASQUEZ;01H00547;Educación Regular;Fiscal;RuralINEC;Presencial;3;34
CUMBE;010152;MIGUEL DE CERVANTES;01H00548;Educación Regular;Particular;RuralINEC;Presencial;11;77
CUMBE;010152;LOS ALAMOS;01H00549;Educación Regular;Fiscal;RuralINEC;Presencial;4;57
CUMBE;010152;TECNICO CUMBE;01H00550;Educación Regular;Fiscal;RuralINEC;Presencial;29;472
CUMBE;010152;CARLOS TERAN ZENTENO;01H00551;Educación Regular;Fiscal;RuralINEC;Presencial;16;330
CUMBE;010152;ESCUELA FISCAL MIXTA GABRIEL ARSENIO ULLAURI;01H00552;Educación Regular;Fiscal;RuralINEC;Presencial;16;365
CUMBE;010152;JOSE EMILIANO LOJANO CHILLOGALLI;01H00553;Educación Regular;Fiscal;RuralINEC;Presencial;1;14
CUMBE;010152;SOCIEDAD SAN FRANCISCO;01H00555;Educación Regular;Fiscal;RuralINEC;Presencial;2;22
CUMBE;010152;JOSE MARIA CAMACARO;01H00558;Educación Regular;Fiscal;RuralINEC;Presencial;3;51
CHAUCHA;010153;LEONCIO GALLEGOS SOLANO;01H00561;Educación Regular;Fiscal;RuralINEC;Presencial;1;9
CHAUCHA;010153;17 DE FEBRERO;01H00562;Educación Regular;Fiscal;RuralINEC;Presencial;1;5
CHAUCHA;010153;TOMAS ABAD;01H00563;Educación Regular;Fiscal;RuralINEC;Presencial;1;6
CHAUCHA;010153;CORNELIO HIDALGO CASTRO;01H00564;Educación Regular;Fiscal;RuralINEC;Presencial;2;52
CHAUCHA;010153;SAN PEDRO;01H00565;Educación Regular;Fiscal;RuralINEC;Presencial;2;23
CHAUCHA;010153;CESAR HUMBERTO AVILEZ BRAVO;01H00566;Educación Regular;Fiscal;RuralINEC;Presencial;1;15
CHAUCHA;010153;JUAN JOSE RAMOS;01H00567;Educación Regular;Fiscal;RuralINEC;Presencial;2;23
CHAUCHA;010153;YUBAR POTRERO;01H00568;Educación Regular;Fiscal;RuralINEC;Presencial;1;9
CHAUCHA;010153;MARIO VICENTE GOMEZ ULLAURI;01H00569;Educación Regular;Fiscal;RuralINEC;Presencial;1;8
CHAUCHA;010153;ECUADOR AMAZONICO;01H00570;Educación Regular;Fiscal;RuralINEC;Presencial;2;50
CHAUCHA;010153;RAFAEL MARIA ARIZAGA;01H00571;Educación Regular;Fiscal;RuralINEC;Presencial;12;106
CHECA (JIDCAY);010154;ABELARDO J. ANDRADE;01H00574;Educación Regular;Fiscal;RuralINEC;Presencial;7;125
CHECA (JIDCAY);010154;HIPOLITO L. MORA;01H00576;Educación Regular;Fiscal;RuralINEC;Presencial;11;210
CHECA (JIDCAY);010154;CHECA;01H00578;Educación Regular;Fiscal;RuralINEC;Presencial;15;190
CHECA (JIDCAY);010154;RAFAEL CORRAL MOSCOSO;01H00580;Educación Regular;Fiscal;RuralINEC;Presencial;4;76
CHIQUINTAD;010155;CHIQUINTAD;01H00581;Educación Regular;Fiscal;RuralINEC;Presencial;35;518
CHIQUINTAD;010155;FRANCISCO CISNEROS PACHECO;01H00582;Educación Regular;Fiscal;RuralINEC;Presencial;5;61
CHIQUINTAD;010155;GERARDO CORDERO JARAMILLO;01H00585;Educación Regular;Fiscal;RuralINEC;Presencial;3;24
CHIQUINTAD;010155;EL BOSQUE;01H00586;Educación Regular;Particular;RuralINEC;Presencial;11;107
CHIQUINTAD;010155;ALFONSO CARRASCO VINTIMILLA;01H00587;Educación Regular;Fiscal;RuralINEC;Presencial;1;8
CHIQUINTAD;010155;ESCUELA FISCAL MIXTA JOSE PERALTA;01H00591;Educación Regular;Fiscal;RuralINEC;Presencial;18;331
CHIQUINTAD;010155;ROBERTO ESPINOSA;01H00593;Educación Regular;Fiscal;RuralINEC;Presencial;8;149
LLACAO;010156;GONZALO S. CORDOVA;01H00594;Educación Regular;Fiscal;RuralINEC;Presencial;6;126
LLACAO;010156;XAVIER MUÑOZ CHAVEZ;01H00595;Educación Regular;Fiscal;RuralINEC;Presencial;5;73
LLACAO;010156;ENRIQUE MALO ANDRADE;01H00597;Educación Regular;Fiscal;RuralINEC;Presencial;8;186
LLACAO;010156;MANUELA MOGROVEJO;01H00599;Educación Regular;Fiscal;RuralINEC;Presencial;3;44
LLACAO;010156;GABRIEL ARSENIO ULLAURI;01H00604;Educación Regular;Fiscal;RuralINEC;Presencial;13;180
LLACAO;010156;MIGUEL DIAZ CUEVA;01H00605;Educación Regular;Fiscal;RuralINEC;Presencial;8;225
LLACAO;010156;JOSE MARIA PACURUCU ORTEGA;01H00606;Educación Regular;Fiscal;RuralINEC;Presencial;6;68
RICAURTE;010162;AMERICAN SCHOOL;01H00607;Educación Regular;Particular;RuralINEC;Presencial;26;259
LLACAO;010156;ALFREDO HUMBERTO MORA;01H00612;Educación Regular;Fiscal;RuralINEC;Presencial;4;99
MOLLETURO;010157;13 DE JUNIO;01H00613;Educación Regular;Fiscal;RuralINEC;Presencial;1;12
MOLLETURO;010157;BERTHA CABRERA PALACIOS;01H00614;Educación Regular;Fiscal;RuralINEC;Presencial;1;17
MOLLETURO;010157;ALONSO GONZALEZ GONZALEZ;01H00616;Educación Regular;Fiscal;RuralINEC;Presencial;2;25
MOLLETURO;010157;JUAN LEON MERA;01H00617;Educación Regular;Fiscal;RuralINEC;Presencial;9;208
MOLLETURO;010157;CRISTINA MARIA BRITO ROSAS;01H00620;Educación Regular;Fiscal;RuralINEC;Presencial;1;32
MOLLETURO;010157;MOLLETURO;01H00621;Educación Regular;Fiscal;RuralINEC;Presencial;18;190
MOLLETURO;010157;CINCO DE ABRIL;01H00622;Educación Regular;Fiscal;RuralINEC;Presencial;1;24
MOLLETURO;010157;SIN NOMBRE;01H00624;Educación Regular;Fiscal;RuralINEC;Presencial;1;0
MOLLETURO;010157;PIEDAD BARCENAS BORRERO;01H00625;Educación Regular;Fiscal;RuralINEC;Presencial;1;10
MOLLETURO;010157;LUZ Y VIDA;01H00626;Educación Regular;Fiscal;RuralINEC;Presencial;3;83
MOLLETURO;010157;AIDA BEATRIZ ILLESCAS NIVELO;01H00627;Educación Regular;Fiscal;RuralINEC;Presencial;1;10
MOLLETURO;010157;TRES MARIAS;01H00629;Educación Regular;Fiscal;RuralINEC;Presencial;2;39
MOLLETURO;010157;ESTERO PIEDRAS;01H00630;Educación Regular;Fiscal;RuralINEC;Presencial;7;133
MOLLETURO;010157;PRIMERO DE ENERO;01H00631;Educación Regular;Fiscal;RuralINEC;Presencial;9;174
MOLLETURO;010157;HEROES DEL CENEPA;01H00632;Educación Regular;Fiscal;RuralINEC;Presencial;1;14
MOLLETURO;010157;ESCUELA FISCAL MIXTA NUEVA LUZ DEL AZUAY;01H00633;Educación Regular;Fiscal;RuralINEC;Presencial;1;38
MOLLETURO;010157;CENTRO PATUL;01H00634;Educación Regular;Fiscal;RuralINEC;Presencial;1;9
MOLLETURO;010157;6 DE ENERO;01H00635;Educación Regular;Fiscal;RuralINEC;Presencial;1;9
MOLLETURO;010157;LUZ Y GUIA;01H00637;Educación Regular;Fiscal;RuralINEC;Presencial;5;73
MOLLETURO;010157;PRESIDENTE DIEGO DE NOBOA;01H00639;Educación Regular;Fiscal;RuralINEC;Presencial;3;73
MOLLETURO;010157;19 DE MARZO;01H00640;Educación Regular;Fiscal;RuralINEC;Presencial;5;80
MOLLETURO;010157;SANTA TERESA;01H00642;Educación Regular;Fiscal;RuralINEC;Presencial;2;21
MOLLETURO;010157;JAIME ALVEAR MERCHAN;01H00643;Educación Regular;Fiscal;RuralINEC;Presencial;2;27
MOLLETURO;010157;15 DE AGOSTO;01H00644;Educación Regular;Fiscal;RuralINEC;Presencial;3;64
MOLLETURO;010157;3 DE NOVIEMBRE;01H00645;Educación Regular;Fiscal;RuralINEC;Presencial;1;9
MOLLETURO;010157;JULIO BRAVO ABAD;01H00646;Educación Regular;Fiscal;RuralINEC;Presencial;1;17
MOLLETURO;010157;24 DE MAYO;01H00647;Educación Regular;Fiscal;RuralINEC;Presencial;2;38
MOLLETURO;010157;ESTHER ALICIA ESPINOSA;01H00648;Educación Regular;Fiscal;RuralINEC;Presencial;1;10
MOLLETURO;010157;TRES DE MAYO;01H00649;Educación Regular;Fiscal;RuralINEC;Presencial;1;8
MOLLETURO;010157;SANTA ANA DE LOS RIOS;01H00650;Educación Regular;Fiscal;RuralINEC;Presencial;4;65
MOLLETURO;010157;16 DE DICIEMBRE;01H00651;Educación Regular;Fiscal;RuralINEC;Presencial;1;22
MOLLETURO;010157;ABDON CALDERON MUÑOZ;01H00652;Educación Regular;Fiscal;RuralINEC;Presencial;1;16
MOLLETURO;010157;MANUELA GARAICOA DE CALDERON;01H00653;Educación Regular;Fiscal;RuralINEC;Presencial;5;73
MOLLETURO;010157;16 DE OCTUBRE;01H00654;Educación Regular;Fiscal;RuralINEC;Presencial;1;27
MOLLETURO;010157;ABDON CALDERON;01H00655;Educación Regular;Fiscal;RuralINEC;Presencial;13;158
MOLLETURO;010157;JESUS DEL GRAN PODER;01H00656;Educación Regular;Fiscal;RuralINEC;Presencial;4;75
MOLLETURO;010157;26 DE SEPTIEMBRE;01H00657;Educación Regular;Fiscal;RuralINEC;Presencial;1;36
MOLLETURO;010157;LUZ DEL AZUAY;01H00658;Educación Regular;Fiscal;RuralINEC;Presencial;2;29
MOLLETURO;010157;10 DE MAYO;01H00659;Educación Regular;Fiscal;RuralINEC;Presencial;1;8
